,Loc #,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Year,latitude,longitude
3259,1114,Ocean Breeze,Mar-14,"6,73,301.00","5,35,430.40",,,2022,,
3260,1114,Ocean Breeze,Apr-14,"5,90,197.35","4,74,462.70",,,2022,,
3261,1114,Ocean Breeze,May-14,"6,24,951.94","5,17,213.35",,,2022,,
3262,1114,Ocean Breeze,Jun-14,"6,38,677.85","5,02,389.30",,,2022,,
3263,1114,Ocean Breeze,Jul-14,"5,60,743.34","4,52,069.70",,,2022,,
3264,1114,Ocean Breeze,Aug-14,"5,31,156.60","4,19,135.90",,,2022,,
3265,1114,Ocean Breeze,Sep-14,"6,48,544.88","5,24,157.25","73,17,095.87","58,72,808.40",2022,,
3266,1114,Ocean Breeze,Oct-14,"5,02,588.10","3,96,853.60",,,2022,,
3267,1114,Ocean Breeze,Nov-14,"4,96,514.23","4,09,208.60",,,2022,,
3268,1114,Ocean Breeze,Dec-14,"5,45,854.41","4,25,009.75",,,2022,,
3269,1114,Ocean Breeze,Jan-15,"5,49,949.29","4,43,113.10",,,2022,,
3270,1114,Ocean Breeze,Feb-15,"5,12,954.69","4,19,964.15",,,2022,,
3271,1114,Ocean Breeze,Mar-15,"6,40,867.62","4,99,693.90",,,2022,,
3272,1114,Ocean Breeze,Apr-15,"5,51,528.36","4,48,043.80",,,2022,,
3273,1114,Ocean Breeze,May-15,"5,64,803.26","4,67,367.70",,,2022,,
3274,1114,Ocean Breeze,Jun-15,"5,33,233.41","4,05,200.10",,,2022,,
3275,1114,Ocean Breeze,Jul-15,"4,30,540.27","3,47,375.35",,,2022,,
3276,1114,Ocean Breeze,Aug-15,"5,68,727.42","4,55,857.45",,,2022,,
3277,1114,Ocean Breeze,Sep-15,"4,25,654.81","3,59,197.55","63,23,215.87","50,76,885.05",2022,,
3278,1114,Ocean Breeze,Oct-15,"4,96,037.45","3,99,563.85",,,2022,,
3279,1114,Ocean Breeze,Nov-15,"5,18,734.22","3,93,730.00",,,2022,,
3280,1114,Ocean Breeze,Dec-15,"4,83,642.80","3,90,016.45",,,2022,,
3281,1114,Ocean Breeze,Jan-16,"4,71,193.55","3,68,381.15",,,2022,,
3282,1114,Ocean Breeze,Feb-16,"5,19,335.57","4,39,931.25",,,2022,,
3283,1114,Ocean Breeze,Mar-16,"4,65,154.76","3,58,079.25",,,2022,,
3284,1114,Ocean Breeze,Apr-16,"4,96,820.72","4,12,197.60",,,2022,,
3285,1114,Ocean Breeze,May-16,"5,70,155.72","4,44,985.10",,,2022,,
3286,1114,Ocean Breeze,Jun-16,"4,52,433.83","3,57,218.60",,,2022,,
3287,1114,Ocean Breeze,Jul-16,"4,30,185.78","3,50,746.35",,,2022,,
3288,1114,Ocean Breeze,Aug-16,"4,74,235.01","3,83,766.65",,,2022,,
3289,1114,Ocean Breeze,Sep-16,"4,56,219.60","3,67,419.15","58,34,149.01","46,66,035.40",2022,,
3290,1114,Ocean Breeze,Oct-16,"4,93,887.58","3,84,120.75",,,2022,,
3291,1114,Ocean Breeze,Nov-16,"4,60,526.76","3,58,105.40",,,2022,,
3292,1114,Ocean Breeze,Dec-16,"4,66,730.57","3,83,868.85",,,2022,,
3293,1114,Ocean Breeze,Jan-17,"3,99,050.44","3,36,641.20",,,2022,,
3294,1114,Ocean Breeze,Feb-17,"5,07,772.01","3,88,402.45",,,2022,,
3295,1114,Ocean Breeze,Mar-17,"5,53,116.66","4,37,233.40",,,2022,,
3296,1114,Ocean Breeze,Apr-17,"5,32,077.96","4,20,845.15",,,2022,,
3297,1114,Ocean Breeze,May-17,"5,50,363.95","4,30,071.00",,,2022,,
3298,1114,Ocean Breeze,Jun-17,"5,14,451.65","4,12,084.40",,,2022,,
3299,1114,Ocean Breeze,Jul-17,"4,80,578.20","3,84,847.50",,,2022,,
3300,1114,Ocean Breeze,Aug-17,"4,25,929.00","3,46,593.60",,,2022,,
3301,1114,Ocean Breeze,Sep-17,"3,89,743.75","3,11,431.35","57,74,228.53","45,94,245.05",2022,,
3302,1114,Ocean Breeze,Oct-17,"4,85,883.60","3,99,183.35",,,2022,,
3303,1114,Ocean Breeze,Nov-17,"4,07,844.15","3,37,628.50",,,2022,,
3304,1114,Ocean Breeze,Dec-17,"5,22,822.75","4,10,170.65",,,2022,,
3305,1114,Ocean Breeze,Jan-18,"5,21,602.05","4,08,138.90",,,2022,,
3306,1114,Ocean Breeze,Feb-18,"4,19,107.32","3,57,461.45",,,2022,,
3307,1114,Ocean Breeze,Mar-18,"5,23,335.84","4,26,913.90",,,2022,,
3308,1114,Ocean Breeze,Apr-18,"5,31,092.35","3,95,293.80",,,2022,,
3309,1114,Ocean Breeze,May-18,"4,71,697.72","3,78,509.45",,,2022,,
3310,1114,Ocean Breeze,Jun-18,"4,58,734.62","3,90,914.55",,,2022,,
3311,1114,Ocean Breeze,Jul-18,"4,87,110.19","3,83,635.90",,,2022,,
3312,1114,Ocean Breeze,Aug-18,"4,80,488.75","3,77,807.60",,,2022,,
3313,1114,Ocean Breeze,Sep-18,"3,63,172.96","3,07,893.00","56,72,892.30","45,73,551.05",2022,,
3314,1114,Ocean Breeze,Oct-18,"5,20,831.33","4,11,065.60",,,2022,,
3315,1114,Ocean Breeze,Nov-18,"5,52,782.41","4,18,255.05",,,2022,,
3316,1114,Ocean Breeze,Dec-18,"5,35,112.26","4,38,321.10",,,2022,,
3317,1114,Ocean Breeze,Jan-19,"3,85,867.13","3,03,139.25",,,2022,,
3318,1114,Ocean Breeze,Feb-19,"5,08,625.71","3,97,526.40",,,2022,,
3319,1114,Ocean Breeze,Mar-19,"4,98,978.32","4,04,196.10",,,2022,,
3320,1114,Ocean Breeze,Apr-19,"4,45,450.81","3,72,607.95",,,2022,,
3321,1114,Ocean Breeze,May-19,"5,17,577.12","3,99,948.80",,,2022,,
3322,1114,Ocean Breeze,Jun-19,"3,98,372.38","3,22,687.50",,,2022,,
3323,1114,Ocean Breeze,Jul-19,"4,62,833.33","3,55,208.30",,,2022,,
3324,1114,Ocean Breeze,Aug-19,"5,47,397.40","4,50,581.10",,,2022,,
3325,1114,Ocean Breeze,Sep-19,"5,12,415.95","3,93,826.15","58,86,244.15","46,67,363.30",2022,,
3326,1114,Ocean Breeze,Oct-19,"4,68,933.50","3,90,003.30",,,2022,,
3327,1114,Ocean Breeze,Nov-19,"4,92,593.75","3,91,713.20",,,2022,,
3328,1114,Ocean Breeze,Dec-19,"4,60,113.40","3,56,601.20",,,2022,,
3329,1114,Ocean Breeze,Jan-20,"4,16,447.54","3,46,463.50",,,2022,,
3330,1114,Ocean Breeze,Feb-20,"4,19,920.95","3,36,686.40",,,2022,,
3331,1114,Ocean Breeze,Mar-20,"5,10,039.91","4,24,853.70",,,2022,,
3332,1114,Ocean Breeze,"Apr-20
May-20","86,642.35","37,431.88",,,2022,,
3333,1114,Ocean Breeze,Jun-20,"4,57,768.45","3,66,214.80",,,2022,,
3334,1114,Ocean Breeze,"Jul-20
Aug-20 Sep-20","170,247.00
- 99,901.30","136,107.35
- 107,822.40","35,82,608.15","28,93,897.73",2022,,
3335,1114,Ocean Breeze,Oct-20,"4,31,208.95","3,37,283.00",,,2022,,
3336,1114,Ocean Breeze,Nov-20,"5,58,025.60","4,26,203.25",,,2022,,
3337,1114,Ocean Breeze,Dec-20,"4,72,355.20","3,87,346.55",,,2022,,
3338,1114,Ocean Breeze,Jan-21,"1,51,737.20","1,30,526.75",,,2022,,
3339,1114,Ocean Breeze,Feb-21,"2,91,900.05","2,41,456.95",,,2022,,
3340,1114,Ocean Breeze,Mar-21,"5,52,836.15","4,58,208.30",,,2022,,
3341,1114,Ocean Breeze,Apr-21,"3,83,890.60","2,64,636.85",,,2022,,
3342,1114,Ocean Breeze,May-21,"3,40,473.85","2,72,379.05",,,2022,,
3343,1114,Ocean Breeze,Jun-21,"3,04,315.80","3,01,939.35",,,2022,,
3344,1114,Ocean Breeze,Jul-21,"4,05,974.05","2,83,958.80",,,2022,,
3345,1114,Ocean Breeze,Aug-21,"4,21,025.35","3,37,387.25",,,2022,,
3346,1114,Ocean Breeze,Sep-21,"3,44,665.50","2,83,489.45","46,58,408.30","37,24,815.55",2022,,
3347,1114,Ocean Breeze,Oct-21,"4,22,892.55","3,37,245.75",,,2022,,
3348,1114,Ocean Breeze,Nov-21,"3,93,433.00","3,05,888.80",,,2022,,
3349,1114,Ocean Breeze,Dec-21,"3,63,681.90","2,84,128.70",,,2022,,
3350,1114,Ocean Breeze,Jan-22,"3,73,599.95","2,89,632.50",,,2022,,
3351,1114,Ocean Breeze,Feb-22,"3,69,182.35","2,95,345.90",,,2022,,
3352,1114,Ocean Breeze,Mar-22,"4,03,559.65","3,46,234.50",,,2022,,
3353,1114,Ocean Breeze,Apr-22,"3,72,845.50","3,09,353.70",,,2022,,
3354,1114,Ocean Breeze,May-22,"5,21,913.55","3,91,521.20",,,2022,,
3355,1114,Ocean Breeze,Jun-22,"2,97,985.90","2,60,538.05",,,2022,,
3356,1114,Ocean Breeze,Jul-22,"4,02,959.45","2,91,763.95",,,2022,,
3357,1114,Ocean Breeze,Aug-22,"4,36,668.45","3,76,447.50",,,2022,,
3358,1114,Ocean Breeze,Sep-22,"3,93,021.50","3,05,357.95","47,51,743.75","37,93,458.50",2022,,
3359,2627,Terra Club,Aug-16,,,,,2022,,
3360,2627,Terra Club,Sep-16,"1,119.00",895.20,"1,119.00",895.20,2022,,
3361,2627,Terra Club,Oct-16,514.00,411.20,,,2022,,
3362,2627,Terra Club,Nov-16,"1,655.50","1,324.40",,,2022,,
3363,2627,Terra Club,Dec-16,"3,715.00","2,972.00",,,2022,,
3364,2627,Terra Club,Jan-17,"2,883.00","2,306.40",,,2022,,
3365,2627,Terra Club,Feb-17,"4,353.35","3,482.70",,,2022,,
3366,2627,Terra Club,Mar-17,"1,712.10","1,369.70",,,2022,,
3367,2627,Terra Club,Apr-17,936.00,748.80,,,2022,,
3368,2627,Terra Club,May-17,375.15,300.10,,,2022,,
3369,2627,Terra Club,Jun-17,"6,947.00","5,557.60",,,2022,,
3370,2627,Terra Club,Jul-17,"1,870.00","1,496.00",,,2022,,
3371,2627,Terra Club,Aug-17,"2,379.00","1,903.20",,,2022,,
3372,2627,Terra Club,Sep-17,"1,119.00",895.20,"28,459.10","22,767.30",2022,,
3373,2627,Terra Club,Oct-17,"1,684.25","1,347.40",,,2022,,
3374,2627,Terra Club,Nov-17,"1,650.40","1,320.30",,,2022,,
3375,2627,Terra Club,Dec-17,"4,274.35","3,419.50",,,2022,,
3376,2627,Terra Club,Jan-18,"7,914.80","6,331.85",,,2022,,
3377,2627,Terra Club,Feb-18,204.85,163.90,,,2022,,
3378,2627,Terra Club,Mar-18,"2,153.00","1,722.40",,,2022,,
3379,2627,Terra Club,Apr-18,838.10,670.50,,,2022,,
3380,2627,Terra Club,May-18,354.00,283.20,,,2022,,
3381,2627,Terra Club,Jun-18 Jul-18 Aug-18 Sep-18,"1,681.95","1,345.55","20,755.70","16,604.60",2022,,
3382,2317,West Pac Lodge,Oct-13,"61,723.00","49,423.65",,,2022,,
3383,2317,West Pac Lodge,Nov-13,"51,484.65","41,187.75",,,2022,,
3384,2317,West Pac Lodge,Dec-13,"91,990.90","73,592.70",,,2022,,
3385,2317,West Pac Lodge,Jan-14,"43,218.69","34,702.35",,,2022,,
3386,2317,West Pac Lodge,Feb-14,"61,100.10","48,274.50",,,2022,,
3387,2317,West Pac Lodge,Mar-14,"83,857.20","66,067.75",,,2022,,
3388,2317,West Pac Lodge,Apr-14,"75,955.95","60,764.75",,,2022,,
3389,2317,West Pac Lodge,May-14,"62,989.35","50,391.50",,,2022,,
3390,2317,West Pac Lodge,Jun-14,"46,216.80","36,973.45",,,2022,,
3391,2317,West Pac Lodge,Jul-14,"81,645.85","65,316.70",,,2022,,
3392,2317,West Pac Lodge,Aug-14,"39,964.15","31,971.30",,,2022,,
3393,2317,West Pac Lodge,Sep-14,"68,426.75","54,741.40","7,68,573.39","6,13,407.80",2022,,
3394,2317,West Pac Lodge,Oct-14,"75,959.60","60,767.65",,,2022,,
3395,2317,West Pac Lodge,Nov-14,"76,300.20","61,040.10",,,2022,,
3396,2317,West Pac Lodge,Dec-14,"72,930.35","58,344.30",,,2022,,
3397,2317,West Pac Lodge,Jan-15,"56,066.15","44,852.95",,,2022,,
3398,2317,West Pac Lodge,Feb-15,"63,271.75","50,617.40",,,2022,,
3399,2317,West Pac Lodge,Mar-15,"68,958.70","55,166.95",,,2022,,
3400,2317,West Pac Lodge,Apr-15,"77,844.60","62,275.65",,,2022,,
3401,2317,West Pac Lodge,May-15,"57,433.75","45,947.00",,,2022,,
3402,2317,West Pac Lodge,Jun-15,"52,170.70","41,736.60",,,2022,,
3403,2317,West Pac Lodge,Jul-15,"69,382.90","55,506.30",,,2022,,
3404,2317,West Pac Lodge,Aug-15,"38,485.15","30,788.10",,,2022,,
3405,2317,West Pac Lodge,Sep-15,"55,098.80","44,079.00","7,63,902.65","6,11,122.00",2022,,
3406,2317,West Pac Lodge,Oct-15,"48,042.20","38,433.75",,,2022,,
3407,2317,West Pac Lodge,Nov-15,"42,670.90","34,136.70",,,2022,,
3408,2317,West Pac Lodge,Dec-15,"86,965.95","69,572.75",,,2022,,
3409,2317,West Pac Lodge,Jan-16,"59,988.35","47,990.65",,,2022,,
3410,2317,West Pac Lodge,Feb-16,"45,955.80","36,764.65",,,2022,,
3411,2317,West Pac Lodge,Mar-16,"63,281.25","50,624.95",,,2022,,
3412,2317,West Pac Lodge,Apr-16,"51,872.60","41,498.10",,,2022,,
3413,2317,West Pac Lodge,May-16,"58,189.25","46,551.40",,,2022,,
3414,2317,West Pac Lodge,Jun-16,"47,438.25","37,950.60",,,2022,,
3415,2317,West Pac Lodge,Jul-16,"32,611.10","26,088.90",,,2022,,
3416,2317,West Pac Lodge,Aug-16,"36,088.25","28,870.60",,,2022,,
3417,2317,West Pac Lodge,Sep-16,"60,099.05","48,079.25","6,33,202.95","5,06,562.30",2022,,
3418,2317,West Pac Lodge,Oct-16,"33,564.80","26,851.80",,,2022,,
3419,2317,West Pac Lodge,Nov-16,"32,056.55","25,645.25",,,2022,,
3420,2317,West Pac Lodge,Dec-16,"78,099.60","62,479.70",,,2022,,
3421,2317,West Pac Lodge,Jan-17,"58,269.70","46,615.75",,,2022,,
3422,2317,West Pac Lodge,Feb-17,"40,479.75","32,383.80",,,2022,,
3423,2317,West Pac Lodge,Mar-17,"71,917.80","57,534.20",,,2022,,
3424,2317,West Pac Lodge,Apr-17,"56,260.80","45,008.65",,,2022,,
3425,2317,West Pac Lodge,May-17,"42,089.80","33,671.85",,,2022,,
3426,2317,West Pac Lodge,Jun-17,"54,648.15","43,718.50",,,2022,,
3427,2317,West Pac Lodge,Jul-17,"17,358.15","13,886.55",,,2022,,
3428,2317,West Pac Lodge,Aug-17,"68,556.35","54,845.05",,,2022,,
3429,2317,West Pac Lodge,Sep-17,"31,212.80","24,970.20","5,84,514.25","4,67,611.30",2022,,
3430,2317,West Pac Lodge,Oct-17,"53,477.85","42,782.30",,,2022,,
3431,2317,West Pac Lodge,Nov-17,"14,782.45","11,825.95",,,2022,,
3432,2317,West Pac Lodge,Dec-17,"32,450.65","25,960.50",,,2022,,
3433,2317,West Pac Lodge,Jan-18,"49,259.75","39,407.80",,,2022,,
3434,2317,West Pac Lodge,Feb-18,"22,945.35","18,356.30",,,2022,,
3435,2317,West Pac Lodge,Mar-18,"15,954.20","12,919.35",,,2022,,
3436,2317,West Pac Lodge,Apr-18,"31,724.80","25,223.85",,,2022,,
3437,2317,West Pac Lodge,May-18,"47,365.10","37,892.05",,,2022,,
3438,2317,West Pac Lodge,Jun-18,"27,099.50","21,679.60",,,2022,,
3439,2317,West Pac Lodge,Jul-18,"25,160.30","20,128.25",,,2022,,
3440,2317,West Pac Lodge,Aug-18,"60,458.80","48,367.05",,,2022,,
3441,2317,West Pac Lodge,Sep-18,"28,726.15","22,980.90","4,09,404.90","3,27,523.90",2022,,
3442,2317,West Pac Lodge,Oct-18,"43,705.90","34,964.75",,,2022,,
3443,2317,West Pac Lodge,Nov-18,"34,618.25","27,694.60",,,2022,,
3444,2317,West Pac Lodge,Dec-18,"32,159.60","27,045.70",,,2022,,
3445,2317,West Pac Lodge,Jan-19,"33,548.90","26,839.15",,,2022,,
3446,2317,West Pac Lodge,Feb-19,"46,096.40","36,877.15",,,2022,,
3447,2317,West Pac Lodge,Mar-19,"44,585.65","35,668.50",,,2022,,
3448,2317,West Pac Lodge,Apr-19,"13,768.90","11,015.10",,,2022,,
3449,2317,West Pac Lodge,May-19,"45,962.95","40,343.15",,,2022,,
3450,2317,West Pac Lodge,Jun-19,"23,253.85","26,664.50",,,2022,,
3451,2317,West Pac Lodge,Jul-19,"67,994.60","42,761.50",,,2022,,
3452,2317,West Pac Lodge,Aug-19,"24,925.05","19,940.05",,,2022,,
3453,2317,West Pac Lodge,Sep-19,"30,103.55","24,082.85","4,40,723.60","3,53,897.00",2022,,
3454,2317,West Pac Lodge,Oct-19,"17,767.85","14,214.25",,,2022,,
3455,2317,West Pac Lodge,Nov-19,"11,903.85","12,070.70",,,2022,,
3456,2317,West Pac Lodge,Dec-19,-197.60,"11,764.50",,,2022,,
3457,2317,West Pac Lodge,Jan-20,"44,741.20","20,519.50",,,2022,,
3458,2317,West Pac Lodge,Feb-20,"22,784.45","19,030.80",,,2022,,
3459,2317,West Pac Lodge,Mar-20,"29,359.10","23,487.30",,,2022,,
3460,2317,West Pac Lodge,"Apr-20
May-20","13,606.45","10,885.15",,,2022,,
3461,2317,West Pac Lodge,Jun-20,"-8,847.20",,,,2022,,
3462,2317,West Pac Lodge,Jul-20,"31,701.40","18,283.35",,,2022,,
3463,2317,West Pac Lodge,Aug-20,,,,,2022,,
3464,2317,West Pac Lodge,"Sep-20
Oct-20",,,"1,62,819.50","1,30,255.55",2022,,
3465,2317,West Pac Lodge,Nov-20,"13,685.20","12,273.60",,,2022,,
3466,2317,West Pac Lodge,Dec-20,"41,479.40","31,858.10",,,2022,,
3467,2317,West Pac Lodge,Jan-21,"20,592.10","16,473.70",,,2022,,
3468,2317,West Pac Lodge,Feb-21,"-18,423.55","7,322.80",,,2022,,
3469,2317,West Pac Lodge,Mar-21,"43,649.35","12,857.85",,,2022,,
3470,2317,West Pac Lodge,Apr-21,"32,376.50","25,901.20",,,2022,,
3471,2317,West Pac Lodge,May-21,"13,360.25","10,688.20",,,2022,,
3472,2317,West Pac Lodge,Jun-21,"11,946.80","9,557.45",,,2022,,
3473,2317,West Pac Lodge,Jul-21,"-2,850.60","5,997.85",,,2022,,
3474,2317,West Pac Lodge,Aug-21,"10,716.10","11,347.70",,,2022,,
3475,2317,West Pac Lodge,Sep-21,"36,874.20","18,446.25","2,03,405.75","1,62,724.70",2022,,
3476,2317,West Pac Lodge,Oct-21,"21,856.05","17,484.85",,,2022,,
3477,2317,West Pac Lodge,Nov-21,"11,898.45","9,518.75",,,2022,,
3478,2317,West Pac Lodge,Dec-21,"25,391.30","25,403.45",,,2022,,
3479,2317,West Pac Lodge,Jan-22,"13,990.65","7,412.10",,,2022,,
3480,2317,West Pac Lodge,Feb-22,"37,069.40","30,607.50",,,2022,,
3481,2317,West Pac Lodge,Mar-22,"44,210.85","33,106.65",,,2022,,
3482,2317,West Pac Lodge,Apr-22,"15,261.45","12,209.15",,,2022,,
3483,2317,West Pac Lodge,May-22,"6,873.25","5,498.60",,,2022,,
3484,2317,West Pac Lodge,Jun-22,"26,799.80","21,439.85",,,2022,,
3485,2317,West Pac Lodge,Jul-22,"5,519.25","8,884.00",,,2022,,
3486,2317,West Pac Lodge,Aug-22,"25,992.75","16,325.60",,,2022,,
3487,2317,West Pac Lodge,Sep-22,"1,333.90","1,067.10","2,36,197.10","1,88,957.60",2022,,
3488,3159,Whispers (West Pac Inn),Oct-15,,,,,2022,,
3489,3159,Whispers (West Pac Inn),Nov-15,,,,,2022,,
3490,3159,Whispers (West Pac Inn),Dec-15,,,,,2022,,
3491,3159,Whispers (West Pac Inn),Jan-16,,,,,2022,,
3492,3159,Whispers (West Pac Inn),Feb-16,,,,,2022,,
3493,3159,Whispers (West Pac Inn),Mar-16,,,,,2022,,
3494,3159,Whispers (West Pac Inn),Apr-16,,,,,2022,,
3495,3159,Whispers (West Pac Inn),May-16,,,,,2022,,
3496,3159,Whispers (West Pac Inn),Jun-16,,,,,2022,,
3497,3159,Whispers (West Pac Inn),Jul-16,"7,283.05","5,826.45",,,2022,,
3498,3159,Whispers (West Pac Inn),Aug-16,"11,893.35","9,514.70",,,2022,,
3499,3159,Whispers (West Pac Inn),Sep-16,"13,312.60","10,650.10","32,489.00","25,991.25",2022,,
3500,3159,Whispers (West Pac Inn),Oct-16,"1,366.00","1,092.80",,,2022,,
3501,3159,Whispers (West Pac Inn),Nov-16,"21,520.10","17,216.10",,,2022,,
3502,3159,Whispers (West Pac Inn),Dec-16,"14,794.00","11,835.20",,,2022,,
3503,3159,Whispers (West Pac Inn),Jan-17,"8,107.25","6,485.80",,,2022,,
3504,3159,Whispers (West Pac Inn),Feb-17,"14,586.65","11,669.30",,,2022,,
3505,3159,Whispers (West Pac Inn),Mar-17,"29,233.10","23,386.50",,,2022,,
3506,3159,Whispers (West Pac Inn),Apr-17,"26,614.45","21,291.55",,,2022,,
3507,3159,Whispers (West Pac Inn),May-17,"23,452.40","18,761.95",,,2022,,
3508,3159,Whispers (West Pac Inn),Jun-17,"18,511.25","14,809.00",,,2022,,
3509,3159,Whispers (West Pac Inn),Jul-17,"13,075.75","10,564.25",,,2022,,
3510,3159,Whispers (West Pac Inn),Aug-17,"26,835.85","21,365.00",,,2022,,
3511,3159,Whispers (West Pac Inn),Sep-17,"15,259.00","12,207.20","2,13,355.80","1,70,684.65",2022,,
3512,3159,Whispers (West Pac Inn),Oct-17,"24,094.50","19,275.60",,,2022,,
3513,3159,Whispers (West Pac Inn),Nov-17,"17,875.10","14,300.10",,,2022,,
3514,3159,Whispers (West Pac Inn),Dec-17,"20,388.65","16,310.95",,,2022,,
3515,3159,Whispers (West Pac Inn),Jan-18,"25,552.00","21,523.50",,,2022,,
3516,3159,Whispers (West Pac Inn),Feb-18,"15,955.90","11,682.80",,,2022,,
3517,3159,Whispers (West Pac Inn),Mar-18,"39,448.55","32,614.40",,,2022,,
3518,3159,Whispers (West Pac Inn),Apr-18,"26,296.75","19,982.80",,,2022,,
3519,3159,Whispers (West Pac Inn),May-18,"15,947.30","12,997.85",,,2022,,
3520,3159,Whispers (West Pac Inn),Jun-18,"23,486.40","18,789.10",,,2022,,
3521,3159,Whispers (West Pac Inn),Jul-18,"29,003.90","23,203.15",,,2022,,
3522,3159,Whispers (West Pac Inn),Aug-18,"33,148.55","26,518.85",,,2022,,
3523,3159,Whispers (West Pac Inn),Sep-18,"30,099.30","24,079.45","3,01,296.90","2,41,278.55",2022,,
3524,3159,Whispers (West Pac Inn),Oct-18,"19,484.70","15,587.80",,,2022,,
3525,3159,Whispers (West Pac Inn),Nov-18,"12,946.85","10,357.50",,,2022,,
3526,3159,Whispers (West Pac Inn),Dec-18,"37,982.25","30,385.80",,,2022,,
3527,3159,Whispers (West Pac Inn),Jan-19,"22,548.14","20,103.55",,,2022,,
3528,3159,Whispers (West Pac Inn),Feb-19,"10,632.58","11,567.90",,,2022,,
3529,3159,Whispers (West Pac Inn),Mar-19,"35,589.80","26,729.20",,,2022,,
3530,3159,Whispers (West Pac Inn),Apr-19,"23,670.86","26,909.40",,,2022,,
3531,3159,Whispers (West Pac Inn),May-19,"45,057.64","28,073.40",,,2022,,
3532,3159,Whispers (West Pac Inn),Jun-19,"-3,899.12","27,226.05",,,2022,,
3533,3159,Whispers (West Pac Inn),Jul-19,"42,205.55","1,262.85",,,2022,,
3534,3159,Whispers (West Pac Inn),Aug-19,"9,738.25","16,378.20",,,2022,,
3535,3159,Whispers (West Pac Inn),Sep-19,"-8,671.85","19,673.25","2,47,285.65","2,34,254.90",2022,,
3536,3159,Whispers (West Pac Inn),Oct-19,"88,978.55","34,756.50",,,2022,,
3537,3159,Whispers (West Pac Inn),Nov-19,"66,129.25","52,903.40",,,2022,,
3538,3159,Whispers (West Pac Inn),Dec-19,"69,896.90","55,917.50",,,2022,,
3539,3159,Whispers (West Pac Inn),Jan-20,"32,439.15","36,467.10",,,2022,,
3540,3159,Whispers (West Pac Inn),Feb-20,"62,545.20","46,912.65",,,2022,,
3541,3159,Whispers (West Pac Inn),Mar-20,"18,305.25","35,681.85",,,2022,,
3542,3159,Whispers (West Pac Inn),"Apr-20
May-20","96,426.60","48,711.35",,,2022,,
3543,3159,Whispers (West Pac Inn),Jun-20,"-8,361.00",,,,2022,,
3544,3159,Whispers (West Pac Inn),"Jul-20 Aug-20
Sep-20","70,301.30
-","49,552.25
-","4,96,661.20","3,60,902.60",2022,,
3545,3159,Whispers (West Pac Inn),Oct-20,,,,,2022,,
3546,3159,Whispers (West Pac Inn),Nov-20,"12,861.30","10,289.00",,,2022,,
3547,3159,Whispers (West Pac Inn),Dec-20,"80,811.80","65,787.95",,,2022,,
3548,3159,Whispers (West Pac Inn),Jan-21,"14,034.85","10,089.30",,,2022,,
3549,3159,Whispers (West Pac Inn),Feb-21,"29,163.95","23,331.15",,,2022,,
3550,3159,Whispers (West Pac Inn),Mar-21,"60,248.75","48,199.00",,,2022,,
3551,3159,Whispers (West Pac Inn),Apr-21,"43,361.50","44,170.00",,,2022,,
3552,3159,Whispers (West Pac Inn),May-21,"71,910.20","54,737.35",,,2022,,
3553,3159,Whispers (West Pac Inn),Jun-21,"98,311.25","71,959.00",,,2022,,
3554,3159,Whispers (West Pac Inn),Jul-21,"44,109.95","35,287.95",,,2022,,
3555,3159,Whispers (West Pac Inn),Aug-21,"68,425.30","54,740.25",,,2022,,
3556,3159,Whispers (West Pac Inn),Sep-21,"5,763.90","4,611.15","5,29,002.75","4,23,202.10",2022,,
3557,3159,Whispers (West Pac Inn),Oct-21,"35,874.25","47,810.35",,,2022,,
3558,3159,Whispers (West Pac Inn),Nov-21,"48,422.90","36,403.30",,,2022,,
3559,3159,Whispers (West Pac Inn),Dec-21,"63,695.85","34,180.75",,,2022,,
3560,3159,Whispers (West Pac Inn),Jan-22,"31,339.20","25,071.35",,,2022,,
3561,3159,Whispers (West Pac Inn),Feb-22,"43,201.40","34,561.10",,,2022,,
3562,3159,Whispers (West Pac Inn),Mar-22,"39,490.30",31592.25,,,2022,,
3563,3159,Whispers (West Pac Inn),Apr-22,"26,031.25","30,532.95",,,2022,,
3564,3159,Whispers (West Pac Inn),May-22,"55,759.40","65,892.35",,,2022,,
3565,3159,Whispers (West Pac Inn),Jun-22,"1,11,495.00","58,203.20",,,2022,,
3566,3159,Whispers (West Pac Inn),Jul-22,"76,373.40","61,098.70",,,2022,,
3567,3159,Whispers (West Pac Inn),Aug-22,"30,156.75","24,125.40",,,2022,,
3568,3159,Whispers (West Pac Inn),Sep-22,"24,781.40","19,825.10","5,86,621.10","4,69,296.80",2022,,
3569,1119,Futenma BC,Oct-13,169.95,44.20,,,2022,,
3570,1119,Futenma BC,Nov-13,"2,717.55","2,174.05",,,2022,,
3571,1119,Futenma BC,Dec-13,"1,004.65",803.70,,,2022,,
3572,1119,Futenma BC,Jan-14,"1,420.49",896.80,,,2022,,
3573,1119,Futenma BC,Feb-14,"4,176.85","3,341.50",,,2022,,
3574,1119,Futenma BC,Mar-14,"1,053.50","1,804.00",,,2022,,
3575,1119,Futenma BC,Apr-14,"1,540.90",271.50,,,2022,,
3576,1119,Futenma BC,May-14,47.00,37.60,,,2022,,
3577,1119,Futenma BC,Jun-14,"1,767.70","1,414.15",,,2022,,
3578,1119,Futenma BC,Jul-14,,,,,2022,,
